name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Cole Kreuter,So,UC Irvine,INF,256,0.348,35.584,0.0,0.73,0.352,0.378,0.284,0.094,0.352,0.18,0.082,0.004
Jean Ramirez,Sr,Illinois St.,C,222,0.348,30.858,0.0,0.753,0.329,0.424,0.271,0.153,0.302,0.162,0.077,0.027
Mike Geannelis,Jr,Massachusetts,P,111,0.348,15.429,0.0,0.722,0.36,0.362,0.277,0.085,0.351,0.207,0.108,0.0
Patrick Mcgrath,Sr,Washington St.,INF,207,0.348,28.773,0.0,0.741,0.357,0.384,0.281,0.103,0.325,0.169,0.063,0.014
Cole Peterson,So,St. Bonaventure,INF,222,0.347,30.657,-0.201,0.727,0.351,0.376,0.289,0.087,0.315,0.081,0.072,0.0
Alex Dee,Fr,UIC,INF,184,0.347,25.409,-0.167,0.76,0.348,0.412,0.3,0.112,0.398,0.245,0.06,0.016
Stephen Pitarra,So,NC State,INF,232,0.347,32.037,-0.211,0.713,0.366,0.347,0.291,0.056,0.341,0.125,0.103,0.0
Jaylen Hubbard,So,Texas St.,INF,124,0.347,17.123,-0.113,0.758,0.331,0.427,0.316,0.111,0.35,0.113,0.024,0.008
Chase Bushor,So,Georgetown,INF,195,0.347,26.928,-0.177,0.731,0.354,0.377,0.287,0.09,0.336,0.149,0.097,0.005
Corey Hassel,Sr,Oklahoma St.,INF,302,0.347,41.704,-0.274,0.779,0.331,0.448,0.282,0.166,0.348,0.202,0.07,0.02
Dj Gasso,So,Bradley,INF,107,0.347,14.776,-0.097,0.732,0.364,0.368,0.299,0.069,0.419,0.234,0.103,0.0
Austin Oakes,Jr,UTRGV,OF,155,0.347,21.404,-0.141,0.717,0.348,0.369,0.238,0.131,0.316,0.219,0.103,0.006
Jamie Galazin,So,St. John's (NY),OF,187,0.347,25.823,-0.17,0.733,0.358,0.375,0.283,0.092,0.333,0.15,0.102,0.005
Joey Bart,Fr,Georgia Tech,C,174,0.347,24.028,-0.158,0.733,0.351,0.382,0.299,0.083,0.368,0.195,0.046,0.006
Demetrius Sims,So,Bethune-Cookman,INF,237,0.347,32.728,-0.215,0.74,0.346,0.394,0.288,0.106,0.354,0.198,0.076,0.013
Zack Domingues,Sr,Long Beach St.,INF,244,0.347,33.695,-0.221,0.709,0.398,0.311,0.294,0.017,0.323,0.074,0.139,0.0
Colby Schultz,N/A,UC Riverside,INF,210,0.347,28.999,-0.191,0.74,0.343,0.397,0.277,0.12,0.303,0.124,0.09,0.019
Patrick Donnelly,Jr,Lehigh,INF,229,0.347,31.623,-0.208,0.758,0.328,0.43,0.299,0.131,0.328,0.131,0.039,0.017
Caleb Hicks,Jr,Murray St.,INF,258,0.347,35.628,-0.234,0.732,0.345,0.387,0.29,0.097,0.374,0.221,0.054,0.008
Aaron Barnett,Jr,Pepperdine,C,238,0.347,32.866,-0.216,0.756,0.353,0.403,0.292,0.111,0.302,0.063,0.067,0.013
Daniel Midyett,Sr,Southeastern La.,OF,252,0.347,34.799,-0.229,0.706,0.369,0.337,0.251,0.086,0.269,0.099,0.119,0.012
Austin Nelson,Fr,McNeese,INF,117,0.347,16.157,-0.106,0.729,0.359,0.37,0.29,0.08,0.311,0.094,0.103,0.009
Joe Genord,Fr,South Fla.,INF,166,0.347,22.923,-0.151,0.753,0.325,0.428,0.27,0.158,0.327,0.241,0.054,0.036
Nick Sciortino,Jr,Boston College,INF,201,0.346,27.574,-0.365,0.712,0.363,0.349,0.271,0.078,0.328,0.174,0.1,0.01
Holt Perdzock,Sr,Ole Miss,C,109,0.346,14.953,-0.198,0.706,0.376,0.33,0.253,0.077,0.344,0.257,0.147,0.009
Nick Garland,So,Central Conn. St.,C,168,0.346,23.047,-0.305,0.716,0.363,0.353,0.273,0.08,0.277,0.048,0.113,0.012
Nick Paglialonga,Jr,Navy,C,113,0.346,15.502,-0.205,0.722,0.354,0.368,0.263,0.105,0.299,0.15,0.115,0.018
Joey Fiske,So,Saint Mary's (CA),OF,271,0.346,37.177,-0.492,0.712,0.369,0.343,0.31,0.033,0.343,0.096,0.089,0.0
Tom Brady,Fr,NJIT,INF,210,0.346,28.809,-0.381,0.714,0.362,0.352,0.257,0.095,0.293,0.129,0.076,0.01
R.J. Williams,Fr,Bowling Green,OF,123,0.346,16.874,-0.223,0.703,0.366,0.337,0.245,0.092,0.324,0.228,0.163,0.016
Hunter Prince,Sr,Western Mich.,INF,243,0.346,33.336,-0.441,0.756,0.342,0.414,0.291,0.123,0.348,0.181,0.058,0.008
Jack Anderson,So,Oregon St.,OF,168,0.346,23.047,-0.305,0.693,0.393,0.3,0.271,0.029,0.304,0.095,0.131,0.0
Carl Russell,Jr,Northern Ill.,INF,138,0.346,18.932,-0.25,0.728,0.341,0.387,0.266,0.121,0.303,0.159,0.051,0.022
Landon Thompson,Sr,Tarleton St.,P,157,0.346,21.538,-0.285,0.751,0.331,0.42,0.287,0.133,0.359,0.236,0.045,0.025
Christian Holland,Sr,Monmouth,OF,117,0.346,16.051,-0.212,0.699,0.359,0.34,0.237,0.103,0.307,0.197,0.12,0.0
Tommy Edman,Jr,Stanford,INF,244,0.346,33.473,-0.443,0.728,0.357,0.371,0.286,0.085,0.307,0.066,0.102,0.0
Elijah Sutherland,Sr,North Carolina,INF,206,0.346,28.26,-0.374,0.728,0.35,0.378,0.232,0.146,0.241,0.121,0.136,0.024
Cam O'Neill,So,Holy Cross,INF,240,0.346,32.924,-0.436,0.721,0.358,0.363,0.279,0.084,0.322,0.129,0.092,0.004
Luke Stampfl,Jr,Fordham,P,210,0.346,28.809,-0.381,0.734,0.338,0.396,0.253,0.143,0.296,0.176,0.1,0.019
Connor Smith,Fr,Western Mich.,INF,230,0.346,31.553,-0.417,0.745,0.361,0.384,0.341,0.043,0.357,0.057,0.03,0.004
John Ortiz,So,N.C. Central,INF,132,0.346,18.108,-0.24,0.7,0.364,0.336,0.255,0.081,0.297,0.144,0.091,0.008
Ryan Chandler,So,Rice,OF,274,0.346,37.589,-0.497,0.728,0.358,0.37,0.27,0.1,0.302,0.124,0.109,0.007
James Bunn,Sr,VCU,OF,197,0.346,27.025,-0.358,0.727,0.35,0.377,0.259,0.118,0.274,0.091,0.091,0.01
Jake Wodtke,Jr,Kansas St.,INF,215,0.346,29.495,-0.39,0.739,0.358,0.381,0.301,0.08,0.344,0.121,0.098,0.005
Rob Emery,Fr,Dartmouth,C,113,0.346,15.502,-0.205,0.749,0.327,0.422,0.275,0.147,0.325,0.195,0.062,0.018
Matt Dauby,Sr,Virginia Tech,INF,188,0.346,25.791,-0.341,0.71,0.356,0.354,0.255,0.099,0.355,0.271,0.101,0.016
Cameron Silva,Sr,Dayton,C,136,0.346,18.657,-0.247,0.718,0.353,0.365,0.27,0.095,0.378,0.243,0.074,0.0
Brett Lashley,Sr,Fla. Atlantic,INF,234,0.345,31.889,-0.637,0.703,0.363,0.34,0.274,0.066,0.314,0.115,0.073,0.0
Kevin Conway,Sr,Wake Forest,OF,278,0.345,37.885,-0.757,0.749,0.331,0.418,0.259,0.159,0.305,0.212,0.09,0.029
Cody Lovejoy,Sr,Texas St.,OF,111,0.345,15.127,-0.302,0.705,0.36,0.345,0.241,0.104,0.296,0.153,0.117,0.0
Will Miller,Sr,Albany (NY),OF,241,0.345,32.843,-0.656,0.713,0.353,0.36,0.255,0.105,0.392,0.29,0.1,0.0
Aaron Aucker,So,Middle Tenn.,INF,159,0.345,21.668,-0.433,0.723,0.346,0.377,0.268,0.109,0.303,0.126,0.063,0.006
Brian Rodemoyer,Sr,Illinois St.,INF,130,0.345,17.716,-0.354,0.727,0.338,0.389,0.222,0.167,0.244,0.162,0.123,0.023
Rob Koski,Sr,Presbyterian,C,125,0.345,17.035,-0.34,0.714,0.352,0.362,0.248,0.114,0.312,0.208,0.144,0.016
Trever Morrison,Jr,Oregon St.,INF,224,0.345,30.526,-0.61,0.746,0.344,0.402,0.284,0.118,0.338,0.17,0.067,0.004
Angel Rosario,Sr,Norfolk St.,OF,195,0.345,26.574,-0.531,0.738,0.344,0.394,0.231,0.163,0.258,0.138,0.138,0.015
Johan Mojica,N/A,Grambling,C,180,0.345,24.53,-0.49,0.727,0.344,0.383,0.26,0.123,0.33,0.233,0.067,0.022
C.J. Price,Jr,Cornell,C,145,0.345,19.76,-0.395,0.694,0.366,0.328,0.233,0.095,0.255,0.138,0.117,0.021
Turner Brown,Fr,East Carolina,INF,242,0.345,32.979,-0.659,0.716,0.364,0.352,0.281,0.071,0.321,0.132,0.087,0.012
Jason Serchay,Jr,UTSA,OF,102,0.345,13.9,-0.278,0.731,0.363,0.368,0.305,0.063,0.333,0.108,0.069,0.01
Greg Saenz,So,Grand Canyon,INF,126,0.345,17.171,-0.343,0.718,0.357,0.361,0.278,0.083,0.292,0.087,0.111,0.016
Mason Mamarella,So,Kent St.,OF,235,0.345,32.025,-0.64,0.728,0.366,0.362,0.303,0.059,0.377,0.162,0.089,0.0
Brock Logan,So,Purdue Fort Wayne,INF,203,0.345,27.664,-0.553,0.735,0.335,0.4,0.246,0.154,0.302,0.222,0.084,0.025
Jordan Ford,So,USC Upstate,INF,138,0.344,18.681,-0.501,0.724,0.348,0.376,0.296,0.08,0.356,0.167,0.08,0.007
D.J. Lee,So,Richmond,INF,180,0.344,24.367,-0.653,0.742,0.35,0.392,0.27,0.122,0.302,0.117,0.089,0.006
Tyler Kaiser,Jr,Rider,INF,207,0.344,28.022,-0.751,0.751,0.314,0.437,0.263,0.174,0.324,0.213,0.048,0.019
Connor Hollis,So,Houston,INF,215,0.344,29.105,-0.78,0.711,0.363,0.348,0.293,0.055,0.329,0.102,0.079,0.0
Nick Lovullo,Sr,Holy Cross,INF,266,0.344,36.008,-0.966,0.7,0.357,0.343,0.225,0.118,0.233,0.083,0.15,0.015
Trey Vickers,So,Wichita St.,INF,184,0.344,24.908,-0.668,0.726,0.364,0.362,0.306,0.056,0.343,0.114,0.082,0.005
Josh Ellis,Jr,Harvard,C,135,0.344,18.275,-0.49,0.73,0.356,0.374,0.304,0.07,0.38,0.17,0.081,0.0
Darien Brown,Sr,Grambling,OF,138,0.344,18.681,-0.501,0.701,0.37,0.331,0.297,0.034,0.343,0.116,0.072,0.0
Scott Mercer,Sr,UTRGV,INF,214,0.344,28.969,-0.777,0.729,0.355,0.374,0.275,0.099,0.294,0.089,0.136,0.009
Kevin Stypulkowski,Sr,Maine,C,216,0.344,29.24,-0.784,0.729,0.343,0.386,0.249,0.137,0.272,0.157,0.097,0.028
Cullen Gassaway,Sr,Arkansas,INF,164,0.344,22.201,-0.595,0.718,0.366,0.352,0.289,0.063,0.373,0.213,0.104,0.0
Chris Caffrey,Jr,Southeast Mo. St.,INF,143,0.344,19.358,-0.519,0.703,0.357,0.346,0.276,0.07,0.34,0.168,0.098,0.0
Kris Simonton,Sr,Michigan St.,OF,171,0.344,23.148,-0.621,0.718,0.357,0.361,0.29,0.071,0.346,0.146,0.064,0.0
Brent Sakurai,Jr,New Mexico St.,INF,218,0.344,29.511,-0.791,0.745,0.349,0.396,0.307,0.089,0.365,0.161,0.055,0.005
Bradley Dixon,Fr,Col. of Charleston,INF,202,0.344,27.345,-0.733,0.695,0.371,0.324,0.273,0.051,0.313,0.129,0.104,0.005
Erick Migueles,Fr,New Mexico,OF,100,0.344,13.537,-0.363,0.726,0.34,0.386,0.241,0.145,0.268,0.12,0.12,0.01
Chris Marras,Sr,Butler,C,199,0.344,26.939,-0.722,0.715,0.347,0.368,0.251,0.117,0.306,0.181,0.101,0.01
Tim Dalporto,So,Kent St.,C,119,0.344,16.109,-0.432,0.731,0.353,0.378,0.276,0.102,0.312,0.151,0.118,0.017
Anthony Caradonna,Jr,New York Tech,C,147,0.344,19.899,-0.534,0.716,0.347,0.369,0.269,0.1,0.34,0.197,0.082,0.007
Jeremy Ake,Jr,Delaware,INF,178,0.344,24.096,-0.646,0.738,0.337,0.401,0.296,0.105,0.303,0.045,0.056,0.006
Weston Hatten,So,Washington St.,OF,150,0.344,20.306,-0.544,0.742,0.327,0.415,0.246,0.169,0.311,0.24,0.073,0.027
Matt Valdez,Jr,Northwestern St.,OF,157,0.344,21.253,-0.57,0.747,0.338,0.409,0.273,0.136,0.33,0.191,0.076,0.019
Mike Murphy,Sr,UT Martin,INF,168,0.344,22.742,-0.61,0.702,0.369,0.333,0.283,0.05,0.336,0.143,0.137,0.0
Jace Whitley,Sr,Winthrop,INF,230,0.344,31.135,-0.835,0.713,0.357,0.356,0.268,0.088,0.318,0.17,0.1,0.009
Nick Meyer,Fr,Cal Poly,C,204,0.344,27.616,-0.74,0.722,0.358,0.364,0.295,0.069,0.309,0.064,0.088,0.005
Ray Perez,Sr,FIU,INF,121,0.344,16.38,-0.439,0.719,0.364,0.355,0.318,0.037,0.395,0.182,0.083,0.0
Shea Sullivan,Jr,Eastern Ky.,OF,239,0.344,32.353,-0.868,0.748,0.335,0.413,0.288,0.125,0.335,0.142,0.075,0.008
Brian Lau,Jr,Saint Joseph's,C,200,0.344,27.074,-0.726,0.738,0.325,0.413,0.233,0.18,0.293,0.235,0.07,0.02
Adam Mcginnis,Jr,Western Ill.,C,176,0.344,23.825,-0.639,0.714,0.352,0.362,0.262,0.1,0.289,0.119,0.097,0.011
Eli Putnam,Jr,UCF,OF,212,0.344,28.698,-0.77,0.75,0.34,0.41,0.287,0.123,0.333,0.179,0.057,0.019
Colton Pogue,So,Western Ill.,INF,149,0.343,20.035,-0.676,0.719,0.342,0.377,0.23,0.147,0.301,0.268,0.107,0.02
Nick Walker,Sr,Liberty,C,134,0.343,18.018,-0.608,0.696,0.366,0.33,0.268,0.062,0.326,0.172,0.134,0.007
Robert Henry,Jr,Brown,OF,172,0.343,23.128,-0.78,0.718,0.343,0.375,0.263,0.112,0.293,0.145,0.099,0.023
Austin Bull,Fr,Grand Canyon,INF,214,0.343,28.775,-0.971,0.705,0.364,0.341,0.285,0.056,0.345,0.145,0.121,0.0
Justin Lee,Sr,Norfolk St.,INF,146,0.343,19.632,-0.662,0.724,0.349,0.375,0.267,0.108,0.304,0.137,0.116,0.007
Spencer Gothberg,Sr,Utah Valley,INF,258,0.343,34.691,-1.171,0.739,0.341,0.398,0.262,0.136,0.325,0.225,0.097,0.019
Lee Miller,Sr,Davidson,P,237,0.343,31.868,-1.075,0.736,0.333,0.403,0.262,0.141,0.288,0.152,0.093,0.021
Will Golsan,So,Ole Miss,INF,262,0.343,35.229,-1.189,0.721,0.344,0.377,0.273,0.104,0.309,0.141,0.08,0.011
Ian Ross,Jr,Milwaukee,OF,113,0.343,15.194,-0.513,0.666,0.389,0.277,0.245,0.032,0.354,0.257,0.124,0.0
Sean Kennedy,Jr,Ball St.,INF,252,0.343,33.885,-1.143,0.734,0.341,0.393,0.266,0.127,0.31,0.175,0.107,0.016
Logan Taylor,Jr,Louisville,OF,196,0.343,26.355,-0.889,0.734,0.347,0.387,0.28,0.107,0.311,0.092,0.066,0.0
Chris Fornaci,Sr,Pepperdine,INF,192,0.343,25.817,-0.871,0.722,0.344,0.378,0.196,0.182,0.235,0.219,0.094,0.026
Ryan Grotjohn,Jr,CSU Bakersfield,INF,205,0.343,27.565,-0.93,0.686,0.371,0.315,0.262,0.053,0.303,0.137,0.132,0.005
John Jennings,Sr,Rutgers,INF,179,0.343,24.069,-0.812,0.718,0.341,0.377,0.264,0.113,0.299,0.134,0.084,0.011
Connor Stephens,Fr,Jacksonville,OF,117,0.343,15.732,-0.531,0.699,0.385,0.314,0.265,0.049,0.375,0.256,0.137,0.0
Jj Matijevic,So,Arizona,INF,289,0.343,38.86,-1.311,0.75,0.339,0.411,0.287,0.124,0.332,0.163,0.059,0.014
Tyler Nelin,So,George Mason,OF,225,0.342,30.05,-1.225,0.713,0.351,0.362,0.254,0.108,0.297,0.169,0.102,0.018
Greg Espinosa,Sr,Houston Baptist,INF,202,0.342,26.978,-1.1,0.718,0.351,0.367,0.3,0.067,0.323,0.064,0.074,0.0
Cal Jadacki,Jr,Saint Joseph's,INF,224,0.342,29.916,-1.22,0.757,0.317,0.44,0.265,0.175,0.299,0.223,0.067,0.045
Ryan Crile,Jr,UCF,INF,249,0.342,33.255,-1.356,0.724,0.345,0.379,0.276,0.103,0.325,0.177,0.076,0.016
Kyle Beam,Jr,Old Dominion,C,131,0.342,17.496,-0.713,0.721,0.336,0.385,0.22,0.165,0.282,0.275,0.13,0.031
Matt Nicholson,So,Merrimack,OF,199,0.342,26.578,-1.083,0.772,0.307,0.465,0.292,0.173,0.322,0.176,0.02,0.03
Dawnoven Smith,Fr,N.C. A&T,OF,151,0.342,20.167,-0.822,0.743,0.338,0.405,0.27,0.135,0.349,0.238,0.06,0.026
David Leiderman,Jr,Hofstra,INF,234,0.342,31.252,-1.274,0.766,0.312,0.454,0.271,0.183,0.316,0.197,0.051,0.03
Dc Arendas,Sr,South Carolina,INF,183,0.342,24.441,-0.996,0.73,0.339,0.391,0.245,0.146,0.348,0.301,0.115,0.027
Derrick Mount,Jr,Southeastern La.,INF,146,0.342,19.499,-0.795,0.736,0.336,0.4,0.264,0.136,0.3,0.151,0.068,0.021
Jesse Medrano,Jr,Fresno St.,INF,160,0.342,21.369,-0.871,0.756,0.35,0.406,0.326,0.08,0.369,0.131,0.038,0.0
Scott Mitchell,Sr,Southeast Mo. St.,C,122,0.342,16.294,-0.664,0.701,0.361,0.34,0.283,0.057,0.316,0.098,0.107,0.0
Daniel Robert,Jr,Auburn,INF,128,0.342,17.095,-0.697,0.697,0.352,0.345,0.245,0.1,0.338,0.266,0.109,0.016
Kolby Follis,Jr,FIU,OF,226,0.342,30.184,-1.23,0.693,0.367,0.326,0.284,0.042,0.372,0.208,0.106,0.0
Brian Moskey,Fr,Quinnipiac,OF,198,0.342,26.444,-1.078,0.739,0.343,0.396,0.27,0.126,0.347,0.207,0.116,0.01
L.J. Hatch,Jr,New Mexico St.,INF,251,0.342,33.522,-1.367,0.75,0.327,0.423,0.27,0.153,0.297,0.143,0.052,0.02
Austen Zente,So,High Point,OF,221,0.342,29.516,-1.203,0.724,0.348,0.376,0.286,0.09,0.359,0.222,0.05,0.014
Johnny Adams,Jr,Boston College,INF,226,0.342,30.184,-1.23,0.725,0.341,0.384,0.286,0.098,0.343,0.164,0.075,0.004
Derek Gardella,Sr,Rhode Island,C,156,0.342,20.835,-0.849,0.695,0.372,0.323,0.252,0.071,0.313,0.179,0.115,0.006
Kory Shumate,Sr,Elon,INF,115,0.342,15.359,-0.626,0.724,0.339,0.385,0.288,0.097,0.354,0.191,0.07,0.009
Ethan Valdez,Fr,Nicholls St.,INF,230,0.342,30.718,-1.252,0.693,0.365,0.328,0.282,0.046,0.333,0.135,0.065,0.0
Michael Davis,So,Texas Tech,INF,282,0.342,37.663,-1.535,0.724,0.34,0.384,0.265,0.119,0.346,0.23,0.103,0.011
Doug Trimble,Jr,Delaware,INF,166,0.342,22.17,-0.904,0.766,0.307,0.459,0.293,0.166,0.328,0.187,0.024,0.03
Dan Leckie,Fr,Lafayette,INF,145,0.342,19.366,-0.789,0.756,0.317,0.439,0.288,0.151,0.336,0.172,0.034,0.014
Joey Rodriguez,Sr,Wake Forest,OF,258,0.342,34.457,-1.405,0.715,0.345,0.37,0.256,0.114,0.323,0.205,0.089,0.012
Jordan Washam,Jr,Louisiana Tech,INF,238,0.342,31.786,-1.296,0.729,0.349,0.38,0.285,0.095,0.303,0.101,0.08,0.017
Luke Miller,Fr,Indiana,INF,215,0.342,28.714,-1.171,0.716,0.353,0.363,0.279,0.084,0.333,0.172,0.074,0.005
Cory Garrastazu,Jr,Marshall,OF,144,0.342,19.232,-0.784,0.726,0.333,0.393,0.23,0.163,0.247,0.174,0.118,0.035
Kyle Smith,Sr,Vanderbilt,OF,107,0.342,14.29,-0.583,0.71,0.346,0.364,0.227,0.137,0.347,0.336,0.112,0.028
Bryce Stark,Sr,Louisiana Tech,OF,179,0.342,23.906,-0.975,0.677,0.374,0.303,0.227,0.076,0.287,0.179,0.156,0.006
Campbell Lipe,Sr,Lafayette,INF,157,0.342,20.968,-0.855,0.724,0.35,0.374,0.245,0.129,0.283,0.185,0.057,0.025
Michael Papierski,So,LSU,C,157,0.342,20.968,-0.855,0.731,0.344,0.387,0.242,0.145,0.262,0.134,0.127,0.019
Newt Johnson,So,South Dakota St.,INF,219,0.341,29.05,-1.391,0.704,0.347,0.357,0.243,0.114,0.302,0.205,0.119,0.014
Willie Bourbon,Fr,Northwestern,INF,216,0.341,28.652,-1.372,0.698,0.352,0.346,0.254,0.092,0.395,0.324,0.12,0.009
Trent Turner,Jr,Memphis,INF,191,0.341,25.336,-1.213,0.705,0.34,0.365,0.246,0.119,0.339,0.262,0.079,0.01
Brett Evangelista,So,Massachusetts,INF,156,0.341,20.693,-0.991,0.7,0.359,0.341,0.252,0.089,0.341,0.231,0.122,0.006
Corey Bird,Jr,Marshall,OF,266,0.341,35.284,-1.69,0.707,0.372,0.335,0.3,0.035,0.333,0.09,0.098,0.0
Robby Mccabe,Sr,ETSU,INF,198,0.341,26.264,-1.258,0.748,0.333,0.415,0.287,0.128,0.309,0.131,0.076,0.03
Jake Beaver,Sr,USC Upstate,INF,165,0.341,21.887,-1.048,0.711,0.358,0.353,0.271,0.082,0.327,0.158,0.103,0.006
Jake Crawford,Fr,Furman,P,223,0.341,29.58,-1.417,0.735,0.341,0.394,0.308,0.086,0.339,0.103,0.036,0.004
Derek Drewes,So,Bowling Green,INF,109,0.341,14.459,-0.692,0.697,0.367,0.33,0.298,0.032,0.35,0.128,0.101,0.0
Will Toffey,So,Vanderbilt,INF,264,0.341,35.019,-1.677,0.649,0.383,0.266,0.227,0.039,0.284,0.167,0.193,0.0
Shane Selman,Fr,McNeese,OF,217,0.341,28.785,-1.378,0.761,0.3,0.461,0.225,0.236,0.231,0.194,0.065,0.046
Nick Ryan,Jr,Dayton,INF,203,0.341,26.928,-1.289,0.716,0.345,0.371,0.259,0.112,0.316,0.172,0.118,0.005
Alex Tucker,Jr,Nicholls St.,C,172,0.341,22.815,-1.093,0.653,0.384,0.269,0.246,0.023,0.277,0.093,0.11,0.0
Grant Williams,So,Kennesaw St.,INF,229,0.341,30.376,-1.455,0.722,0.354,0.368,0.294,0.074,0.32,0.092,0.079,0.004
Brad Jarreau,Jr,Middle Tenn.,OF,245,0.341,32.499,-1.556,0.727,0.351,0.376,0.298,0.078,0.315,0.086,0.073,0.012
Phil Caulfield,Jr,LMU (CA),INF,170,0.341,22.55,-1.08,0.708,0.359,0.349,0.309,0.04,0.354,0.118,0.053,0.0
Dane Giesler,So,Indiana St.,INF,188,0.341,24.938,-1.194,0.695,0.356,0.339,0.273,0.066,0.336,0.176,0.096,0.005
Matt Byrne,Sr,Iona,INF,205,0.341,27.193,-1.302,0.72,0.346,0.374,0.285,0.089,0.35,0.195,0.063,0.015
Brett Carlson,Sr,Purdue,INF,175,0.341,23.213,-1.112,0.734,0.343,0.391,0.265,0.126,0.349,0.229,0.103,0.011
Robbie Alessandrine,Sr,Monmouth,INF,184,0.341,24.407,-1.169,0.723,0.348,0.375,0.3,0.075,0.353,0.13,0.054,0.0
Daniel Costello,Jr,Southeast Mo. St.,OF,163,0.341,21.622,-1.035,0.749,0.325,0.424,0.285,0.139,0.352,0.221,0.067,0.018
Trevor Howell,Fr,Utah Valley,INF,260,0.34,34.253,-1.887,0.717,0.35,0.367,0.297,0.07,0.325,0.096,0.088,0.004
Colin Lyman,Jr,Louisville,OF,184,0.34,24.24,-1.336,0.734,0.342,0.392,0.301,0.091,0.336,0.103,0.033,0.0
Austin Zillweger,Jr,Houston Baptist,INF,120,0.34,15.809,-0.871,0.71,0.358,0.352,0.278,0.074,0.319,0.133,0.083,0.008
Brett Murray,Sr,Creighton,OF,186,0.34,24.504,-1.35,0.734,0.339,0.395,0.287,0.108,0.359,0.215,0.065,0.011
Justin Behnke,Sr,Arizona,OF,176,0.34,23.186,-1.278,0.655,0.381,0.274,0.218,0.056,0.303,0.205,0.21,0.0
Ryan Hutchinson,Fr,Illinois St.,INF,226,0.34,29.773,-1.641,0.695,0.35,0.345,0.253,0.092,0.308,0.168,0.124,0.004
Steven Packard,Sr,Oregon,OF,175,0.34,23.055,-1.27,0.747,0.331,0.416,0.247,0.169,0.272,0.16,0.091,0.023
Ryan Mahoney,Jr,Fordham,OF,114,0.34,15.018,-0.828,0.694,0.351,0.343,0.253,0.09,0.315,0.211,0.114,0.018
Teddy Cillis,So,Hofstra,OF,196,0.34,25.821,-1.423,0.759,0.306,0.453,0.249,0.204,0.293,0.255,0.066,0.046
Joseph Bialkowski,Jr,Georgetown,INF,228,0.34,30.037,-1.655,0.714,0.346,0.368,0.27,0.098,0.297,0.123,0.096,0.013
Dashawn  Jr. Keirsey,Fr,Utah,OF,235,0.34,30.959,-1.706,0.715,0.357,0.358,0.293,0.065,0.348,0.157,0.068,0.004
Nick Roark,So,Oral Roberts,INF,281,0.34,37.019,-2.04,0.729,0.342,0.387,0.277,0.11,0.316,0.146,0.089,0.014
Keaton Smith,Fr,Nevada,INF,129,0.34,16.995,-0.936,0.741,0.341,0.4,0.264,0.136,0.365,0.264,0.093,0.016
Drew Ober,Fr,Charlotte,OF,215,0.34,28.324,-1.561,0.726,0.34,0.386,0.277,0.109,0.329,0.172,0.06,0.014
Matt Fortin,Jr,Seton Hall,C,177,0.34,23.318,-1.285,0.691,0.362,0.329,0.268,0.061,0.336,0.181,0.124,0.0
Jonathan Ortega,Fr,Texas St.,INF,281,0.34,37.019,-2.04,0.744,0.331,0.413,0.286,0.127,0.305,0.096,0.06,0.014
Joe Kelch,Sr,Illinois St.,INF,243,0.34,32.013,-1.764,0.721,0.346,0.375,0.279,0.096,0.327,0.169,0.078,0.016
Myles Sowell,So,N.C. A&T,OF,222,0.339,29.045,-1.813,0.709,0.333,0.376,0.242,0.134,0.307,0.23,0.09,0.018
Justin Flatt,So,UC San Diego,OF,150,0.339,19.625,-1.225,0.711,0.353,0.358,0.284,0.074,0.355,0.193,0.093,0.0
Matt Simmons,Jr,Gardner-Webb,INF,141,0.339,18.447,-1.152,0.709,0.34,0.369,0.254,0.115,0.337,0.248,0.113,0.014
Tyler Tharp,Jr,VMI,INF,227,0.339,29.699,-1.854,0.724,0.335,0.389,0.207,0.182,0.256,0.251,0.128,0.031
Shane Johnsonbaugh,Sr,Radford,OF,247,0.339,32.316,-2.017,0.726,0.328,0.398,0.223,0.175,0.256,0.206,0.101,0.028
Alex Schultz,Sr,Omaha,OF,269,0.339,35.194,-2.197,0.672,0.364,0.308,0.234,0.074,0.303,0.186,0.149,0.0
Ben Gann,Sr,South Alabama,INF,263,0.339,34.409,-2.148,0.721,0.331,0.39,0.246,0.144,0.311,0.236,0.087,0.023
Daniel Martinez,Sr,South Alabama,INF,272,0.339,35.587,-2.221,0.702,0.36,0.342,0.243,0.099,0.277,0.147,0.143,0.011
Zach Weatherford,Fr,Wright St.,OF,104,0.339,13.607,-0.849,0.705,0.346,0.359,0.205,0.154,0.269,0.26,0.125,0.019
Donovan Casey,So,Boston College,P,139,0.339,18.186,-1.135,0.717,0.353,0.364,0.273,0.091,0.333,0.187,0.094,0.007
Mason Fox,Fr,Gardner-Webb,OF,126,0.339,16.485,-1.029,0.732,0.325,0.407,0.274,0.133,0.333,0.19,0.056,0.016
Eric Grabowski,Jr,Liberty,INF,170,0.339,22.242,-1.388,0.73,0.329,0.401,0.259,0.142,0.296,0.176,0.094,0.024
Michael Ketchmark,Jr,Dartmouth,INF,160,0.339,20.933,-1.307,0.733,0.319,0.414,0.255,0.159,0.278,0.162,0.075,0.031
Jack Morris,Fr,Liberty,OF,126,0.339,16.485,-1.029,0.718,0.333,0.385,0.257,0.128,0.342,0.262,0.079,0.016
