name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Braxton Giavedoni,Fr,Penn St.,OF,212,0.356,31.287,0.971,0.764,0.354,0.41,0.287,0.123,0.359,0.212,0.071,0.014
Matt Pagano,Sr,Marist,OF,229,0.356,33.796,1.049,0.75,0.38,0.37,0.292,0.078,0.379,0.21,0.131,0.004
Tyler Frank,Sr,Western Mich.,OF,166,0.356,24.498,0.76,0.761,0.373,0.388,0.317,0.071,0.393,0.187,0.078,0.012
Nicholas Gaddis,So,Jacksonville St.,C,163,0.356,24.055,0.746,0.75,0.356,0.394,0.261,0.133,0.284,0.135,0.08,0.025
Garett Delano,Fr,Brown,OF,140,0.356,20.661,0.641,0.769,0.343,0.426,0.254,0.172,0.342,0.279,0.107,0.029
Matt Maul,Jr,Saint Joseph's,INF,192,0.356,28.335,0.879,0.748,0.375,0.373,0.328,0.045,0.368,0.115,0.068,0.005
Lael Lockhart,Fr,Houston,P,218,0.356,32.172,0.998,0.737,0.381,0.356,0.276,0.08,0.341,0.17,0.128,0.005
Fox Semones,Fr,James Madison,P,155,0.356,22.875,0.71,0.789,0.348,0.441,0.316,0.125,0.392,0.206,0.032,0.019
Zac Cook,Fr,UT Arlington,INF,124,0.356,18.3,0.568,0.72,0.387,0.333,0.296,0.037,0.356,0.145,0.105,0.0
Zane Gurwitz,Sr,Texas,OF,146,0.356,21.546,0.668,0.76,0.363,0.397,0.305,0.092,0.346,0.151,0.068,0.021
Tanner Chauncey,Sr,BYU,INF,276,0.356,40.732,1.264,0.76,0.366,0.394,0.317,0.077,0.322,0.047,0.072,0.011
Dylan Vchulek,Jr,Hawaii,OF,232,0.355,34.026,0.85,0.735,0.384,0.351,0.302,0.049,0.355,0.138,0.073,0.0
Austin Masel,Fr,Holy Cross,OF,224,0.355,32.853,0.821,0.763,0.353,0.41,0.29,0.12,0.331,0.152,0.085,0.018
Nate Ostmo,So,Dartmouth,INF,151,0.355,22.146,0.553,0.746,0.364,0.382,0.26,0.122,0.301,0.152,0.119,0.007
Michael Berglund,Fr,Texas Tech,C,205,0.355,30.066,0.751,0.757,0.366,0.391,0.307,0.084,0.346,0.137,0.078,0.01
Austin Young,So,UMass Lowell,C,163,0.355,23.906,0.597,0.748,0.374,0.374,0.302,0.072,0.354,0.166,0.104,0.012
Connor Hollis,Jr,Houston,INF,257,0.355,37.692,0.941,0.743,0.374,0.369,0.266,0.103,0.301,0.121,0.117,0.008
Josh Anthony,Jr,Auburn,INF,277,0.355,40.626,1.015,0.727,0.375,0.352,0.266,0.086,0.312,0.148,0.13,0.007
Griffin Neuer,Jr,Bellarmine,OF,228,0.355,33.439,0.835,0.765,0.364,0.401,0.276,0.125,0.283,0.088,0.114,0.018
Albee Weiss,Jr,CSUN,C,225,0.355,32.999,0.824,0.812,0.307,0.505,0.262,0.243,0.28,0.2,0.036,0.049
Chad Roberts,Jr,Northern Ky.,INF,213,0.355,31.239,0.78,0.784,0.329,0.455,0.259,0.196,0.312,0.225,0.089,0.028
Michael Smith,Jr,George Mason,INF,279,0.355,40.919,1.022,0.722,0.384,0.338,0.248,0.09,0.272,0.1,0.125,0.007
Aaron Bence,Sr,Murray St.,INF,171,0.355,25.079,0.626,0.725,0.392,0.333,0.288,0.045,0.346,0.146,0.094,0.006
Darius Hill,So,West Virginia,OF,269,0.355,39.452,0.985,0.775,0.353,0.422,0.307,0.115,0.34,0.123,0.067,0.015
Harry Shipley,Jr,Purdue,INF,259,0.355,37.986,0.949,0.723,0.386,0.337,0.266,0.071,0.344,0.185,0.089,0.004
Chase Robinson,Fr,Jacksonville St.,OF,182,0.355,26.693,0.667,0.76,0.363,0.397,0.295,0.102,0.396,0.247,0.093,0.011
Bobby Johnson,So,Southern U.,C,175,0.355,25.666,0.641,0.736,0.377,0.359,0.29,0.069,0.359,0.183,0.091,0.0
Tony Beam,Jr,UTSA,C,173,0.355,25.373,0.634,0.771,0.347,0.424,0.297,0.127,0.381,0.249,0.064,0.023
Matt Sullivan,Jr,Chicago St.,INF,178,0.355,26.106,0.652,0.762,0.36,0.402,0.314,0.088,0.361,0.135,0.039,0.006
Jack Claeys,Jr,Northwestern,C,162,0.355,23.759,0.593,0.747,0.364,0.383,0.256,0.127,0.316,0.21,0.13,0.019
Der'Vincent Hamilton,Jr,Alcorn,OF,156,0.355,22.879,0.571,0.753,0.359,0.394,0.265,0.129,0.364,0.276,0.09,0.019
Logan Taylor,Sr,Louisville,OF,284,0.355,41.652,1.04,0.737,0.377,0.36,0.271,0.089,0.309,0.116,0.12,0.004
Kwestin Smith,Sr,Delaware St.,INF,211,0.355,30.946,0.773,0.685,0.408,0.277,0.252,0.025,0.323,0.171,0.204,0.0
Ivan Estrella,Jr,UTRGV,INF,226,0.355,33.146,0.828,0.781,0.332,0.449,0.263,0.186,0.314,0.186,0.08,0.018
Reed Massey,So,Wofford,INF,217,0.355,31.826,0.795,0.787,0.336,0.451,0.297,0.154,0.377,0.244,0.046,0.028
Mike Volaski,Sr,Rider,INF,198,0.355,29.039,0.725,0.766,0.354,0.412,0.297,0.115,0.351,0.157,0.061,0.005
Brett Centracchio,Fr,Davidson,INF,107,0.355,15.693,0.392,0.764,0.346,0.418,0.242,0.176,0.29,0.243,0.121,0.037
Cody Pasic,Fr,Maine,C,117,0.355,17.16,0.429,0.759,0.359,0.4,0.233,0.167,0.24,0.111,0.12,0.026
Hunter Lipscomb,So,Winthrop,OF,255,0.355,37.399,0.934,0.768,0.365,0.403,0.292,0.111,0.308,0.125,0.071,0.024
Justin Novak,Jr,Virginia,INF,151,0.354,22.008,0.415,0.752,0.364,0.388,0.295,0.093,0.322,0.086,0.086,0.007
Dakota Dean,Sr,New Orleans,OF,267,0.354,38.915,0.734,0.749,0.356,0.393,0.274,0.119,0.321,0.157,0.097,0.011
Steven Chavez,So,LMU (CA),INF,184,0.354,26.817,0.505,0.761,0.353,0.408,0.314,0.094,0.382,0.185,0.038,0.005
Matthew Cocciadiferro,Fr,NJIT,OF,211,0.354,30.753,0.58,0.764,0.346,0.418,0.28,0.138,0.345,0.209,0.066,0.019
Nick Campana,Jr,Hartford,OF,221,0.354,32.21,0.607,0.785,0.335,0.45,0.307,0.143,0.324,0.104,0.05,0.018
Brandon Grudzielanek,Sr,Memphis,INF,240,0.354,34.979,0.659,0.763,0.35,0.413,0.272,0.141,0.3,0.142,0.104,0.021
Nico Hoerner,So,Stanford,INF,275,0.354,40.08,0.755,0.759,0.353,0.406,0.307,0.099,0.332,0.08,0.055,0.004
Jonathan India,So,Florida,INF,251,0.354,36.583,0.69,0.776,0.347,0.429,0.274,0.155,0.308,0.167,0.092,0.024
Cody Daigle,Sr,Louisiana Tech,INF,148,0.354,21.571,0.407,0.74,0.365,0.375,0.208,0.167,0.296,0.311,0.155,0.027
Nick Poirier,So,Michigan,INF,220,0.354,32.064,0.604,0.736,0.377,0.359,0.286,0.073,0.356,0.191,0.109,0.009
Richard Miller,So,Towson,INF,207,0.354,30.17,0.569,0.756,0.367,0.389,0.272,0.117,0.326,0.188,0.116,0.014
T.J. Lockett,Jr,North Ala.,OF,242,0.354,35.271,0.665,0.722,0.397,0.325,0.28,0.045,0.312,0.099,0.136,0.004
Ted Shaw,Sr,Sacred Heart,INF,264,0.354,38.477,0.725,0.742,0.39,0.352,0.3,0.052,0.366,0.17,0.121,0.004
Jonathan De Marte,Sr,Richmond,INF,227,0.354,33.085,0.624,0.77,0.339,0.431,0.294,0.137,0.358,0.211,0.04,0.022
Aj Priaulx,Jr,Presbyterian,INF,237,0.354,34.542,0.651,0.791,0.338,0.453,0.271,0.182,0.307,0.198,0.068,0.034
Sean Breen,So,Iona,INF,148,0.354,21.571,0.407,0.724,0.385,0.339,0.276,0.063,0.33,0.142,0.128,0.0
Jordan Stacy,Jr,Bethune-Cookman,C,142,0.354,20.696,0.39,0.769,0.359,0.41,0.248,0.162,0.364,0.331,0.106,0.035
Andres Alvarez,So,Washington St.,INF,228,0.354,33.23,0.626,0.747,0.373,0.374,0.308,0.066,0.355,0.127,0.105,0.0
Cam Warner,Sr,TCU,INF,308,0.354,44.89,0.846,0.748,0.364,0.384,0.284,0.1,0.313,0.13,0.107,0.016
Alex Krupa,Sr,Indiana,OF,209,0.354,30.461,0.574,0.769,0.349,0.42,0.265,0.155,0.285,0.129,0.077,0.024
Andrew Murnane,Jr,Penn,OF,179,0.354,26.089,0.492,0.739,0.369,0.37,0.292,0.078,0.336,0.123,0.084,0.0
Conrad Mcmahon,So,UTRGV,OF,220,0.354,32.064,0.604,0.736,0.382,0.354,0.317,0.037,0.39,0.164,0.086,0.0
Zack Gahagan,Jr,North Carolina,INF,260,0.354,37.894,0.714,0.748,0.362,0.386,0.243,0.143,0.282,0.196,0.127,0.027
Nick Derr,Fr,Florida St.,INF,163,0.354,23.757,0.448,0.682,0.399,0.283,0.225,0.058,0.306,0.233,0.178,0.006
Nate Blanchard,Sr,Charleston So.,INF,243,0.354,35.417,0.668,0.76,0.35,0.41,0.262,0.148,0.281,0.136,0.103,0.029
Antoine Duplantis,So,LSU,OF,313,0.354,45.619,0.86,0.761,0.361,0.4,0.316,0.084,0.341,0.099,0.051,0.006
Taishi Terashima,Sr,St. Bonaventure,OF,188,0.354,27.4,0.516,0.73,0.378,0.352,0.296,0.056,0.322,0.08,0.085,0.0
Dom Iero,Sr,Kent St.,INF,236,0.354,34.396,0.648,0.747,0.36,0.387,0.271,0.116,0.299,0.114,0.081,0.008
Chad Bell,So,La.-Monroe,INF,218,0.353,31.573,0.399,0.768,0.344,0.424,0.291,0.133,0.367,0.225,0.069,0.018
Alex Bernauer,Jr,Georgetown,INF,149,0.353,21.58,0.273,0.711,0.383,0.328,0.272,0.056,0.33,0.154,0.134,0.0
Xavier Jefferson,Fr,Prairie View,OF,121,0.353,17.525,0.222,0.762,0.355,0.407,0.269,0.138,0.333,0.223,0.107,0.025
Brock Logan,Jr,Purdue Fort Wayne,INF,194,0.353,28.097,0.355,0.748,0.366,0.382,0.236,0.146,0.254,0.155,0.134,0.031
Marc Wangenstein,Fr,Albany (NY),OF,156,0.353,22.594,0.286,0.766,0.333,0.433,0.231,0.202,0.338,0.353,0.115,0.038
Regan Kaufman,Sr,Northwestern St.,INF,172,0.353,24.911,0.315,0.718,0.372,0.346,0.228,0.118,0.326,0.262,0.174,0.006
Skyler Wenninger,Jr,South Dakota St.,INF,138,0.353,19.987,0.253,0.717,0.384,0.333,0.281,0.052,0.369,0.21,0.087,0.007
Nolan Kessinger,Fr,Massachusetts,OF,184,0.353,26.649,0.337,0.749,0.37,0.379,0.301,0.078,0.374,0.163,0.082,0.0
Morgan Mccullough,Fr,Oregon,INF,207,0.353,29.98,0.379,0.743,0.372,0.371,0.271,0.1,0.326,0.155,0.13,0.005
Kyle Conger,Jr,Belmont,INF,270,0.353,39.105,0.495,0.743,0.363,0.38,0.286,0.094,0.332,0.141,0.089,0.007
Connor Brumfield,So,Missouri,OF,260,0.353,37.656,0.476,0.732,0.377,0.355,0.272,0.083,0.333,0.173,0.127,0.004
Teddy Cillis,Jr,Hofstra,OF,162,0.353,23.463,0.297,0.773,0.333,0.44,0.28,0.16,0.35,0.253,0.074,0.037
Brian Sharp,So,Missouri,INF,205,0.353,29.69,0.375,0.751,0.356,0.395,0.246,0.149,0.333,0.278,0.151,0.02
Tim Kensinger,Jr,Canisius,OF,149,0.353,21.58,0.273,0.718,0.376,0.342,0.25,0.092,0.322,0.201,0.134,0.007
Mitch Coughlin,Sr,Dayton,OF,162,0.353,23.463,0.297,0.733,0.37,0.363,0.274,0.089,0.31,0.123,0.099,0.012
Matt Dunlevy,Jr,VMI,OF,264,0.353,38.236,0.484,0.74,0.364,0.376,0.279,0.097,0.343,0.189,0.095,0.011
Lorenzo Arcuri,Sr,Youngstown St.,OF,218,0.353,31.573,0.399,0.772,0.339,0.433,0.284,0.149,0.312,0.142,0.083,0.023
Cody Freund,Jr,Chicago St.,C,220,0.352,31.661,0.201,0.703,0.386,0.317,0.268,0.049,0.296,0.091,0.136,0.005
Dylan Paul,Jr,Texas St.,C,166,0.352,23.89,0.152,0.753,0.349,0.404,0.298,0.106,0.364,0.187,0.054,0.006
Mike Jordahl,Sr,Milwaukee,INF,125,0.352,17.989,0.114,0.755,0.368,0.387,0.274,0.113,0.338,0.224,0.12,0.016
David Campbell,Jr,San Jose St.,INF,136,0.352,19.573,0.125,0.718,0.382,0.336,0.282,0.054,0.344,0.162,0.132,0.0
Kevin Macias,Sr,Prairie View,INF,205,0.352,29.503,0.188,0.707,0.395,0.312,0.282,0.03,0.356,0.171,0.132,0.0
Ryan Fitzgerald,So,Oakland,OF,153,0.352,22.019,0.14,0.735,0.359,0.376,0.24,0.136,0.287,0.19,0.111,0.02
Cullen Jozwiak,Sr,A&M-Corpus Christi,INF,229,0.352,32.957,0.21,0.733,0.371,0.362,0.291,0.071,0.359,0.17,0.1,0.004
Price Visintainer,Jr,UAB,INF,183,0.352,26.337,0.168,0.738,0.366,0.372,0.288,0.084,0.336,0.131,0.093,0.0
Bryce Harman,Sr,East Carolina,INF,131,0.352,18.853,0.12,0.73,0.366,0.364,0.255,0.109,0.329,0.244,0.122,0.023
Keifer Rawlings,Jr,Bucknell,INF,186,0.352,26.768,0.17,0.753,0.344,0.409,0.262,0.147,0.336,0.242,0.075,0.022
Austin Siener,Jr,UTRGV,INF,247,0.352,35.547,0.226,0.749,0.348,0.401,0.25,0.151,0.297,0.194,0.117,0.024
Will Nance,Sr,Elon,OF,154,0.352,22.163,0.141,0.781,0.331,0.45,0.248,0.202,0.293,0.221,0.084,0.032
Jackson Webb,Fr,Mississippi Val.,P,160,0.352,23.027,0.147,0.753,0.35,0.403,0.237,0.166,0.28,0.212,0.119,0.031
Roger Hall,Sr,Norfolk St.,INF,195,0.352,28.064,0.179,0.76,0.344,0.416,0.277,0.139,0.291,0.103,0.087,0.021
Jason Fatzinger,Jr,Fairleigh Dickinson,OF,160,0.352,23.027,0.147,0.732,0.362,0.37,0.252,0.118,0.278,0.15,0.119,0.025
Josh White,So,Army West Point,INF,222,0.352,31.949,0.203,0.746,0.36,0.386,0.256,0.13,0.3,0.158,0.086,0.014
John Selsor,So,Lafayette,C,209,0.352,30.078,0.191,0.786,0.325,0.461,0.301,0.16,0.331,0.148,0.038,0.019
Josh Hassell,Sr,Holy Cross,OF,210,0.352,30.222,0.192,0.741,0.367,0.374,0.291,0.083,0.345,0.152,0.105,0.005
Adam Yacek,Sr,Miami (OH),INF,250,0.352,35.979,0.229,0.758,0.348,0.41,0.281,0.129,0.337,0.16,0.076,0.004
Anthony George,So,UCF,INF,113,0.352,16.262,0.103,0.746,0.354,0.392,0.294,0.098,0.354,0.168,0.071,0.009
Zac Ching,So,VCU,INF,249,0.352,35.835,0.228,0.747,0.361,0.386,0.282,0.104,0.355,0.217,0.1,0.012
Mitch Williams,Jr,Fairfield,C,160,0.352,23.027,0.147,0.743,0.381,0.362,0.246,0.116,0.277,0.169,0.15,0.025
Bryson Stott,Fr,UNLV,INF,236,0.352,33.964,0.216,0.743,0.364,0.379,0.294,0.085,0.326,0.102,0.093,0.004
Michael Haun,Jr,Central Ark.,OF,231,0.352,33.245,0.212,0.69,0.385,0.305,0.21,0.095,0.282,0.195,0.169,0.0
Chris Estrada,Jr,UTSA,INF,221,0.351,31.603,0.0,0.713,0.376,0.337,0.253,0.084,0.288,0.122,0.127,0.005
Tyler Gambardella,So,Fairfield,OF,173,0.351,24.739,0.0,0.709,0.393,0.316,0.294,0.022,0.37,0.162,0.116,0.0
Dempsey Grover,Jr,UC Santa Barbara,C,137,0.351,19.591,0.0,0.776,0.328,0.448,0.28,0.168,0.408,0.328,0.066,0.029
Matthew Acosta,Fr,Southern California,OF,174,0.351,24.882,0.0,0.729,0.374,0.355,0.276,0.079,0.331,0.167,0.086,0.011
Cody Roberts,So,North Carolina,C,242,0.351,34.606,0.0,0.738,0.364,0.374,0.268,0.106,0.298,0.12,0.107,0.008
Cornell Nixon,Jr,Eastern Ky.,INF,208,0.351,29.744,0.0,0.749,0.365,0.384,0.305,0.079,0.354,0.149,0.091,0.01
Riley Zayicek,Fr,UNCW,OF,103,0.351,14.729,0.0,0.764,0.35,0.414,0.218,0.196,0.246,0.252,0.146,0.049
Cade Peters,So,UC Riverside,OF,194,0.351,27.742,0.0,0.724,0.376,0.348,0.262,0.086,0.323,0.191,0.113,0.01
Aaron Funk,So,UT Arlington,OF,147,0.351,21.021,0.0,0.738,0.361,0.377,0.292,0.085,0.378,0.224,0.082,0.007
Eriq White,So,Alabama St.,INF,171,0.351,24.453,0.0,0.716,0.38,0.336,0.28,0.056,0.358,0.199,0.111,0.006
Logan Carter,Jr,North Ala.,C,199,0.351,28.457,0.0,0.777,0.342,0.435,0.282,0.153,0.305,0.146,0.085,0.025
Ryan Fitzpatrick,Jr,UC Irvine,INF,119,0.351,17.017,0.0,0.774,0.336,0.438,0.219,0.219,0.231,0.218,0.126,0.05
Mason Pierzchalski,Jr,North Dakota St.,INF,243,0.351,34.749,0.0,0.755,0.35,0.405,0.305,0.1,0.317,0.066,0.07,0.004
Cole Dubet,So,Saint Louis,INF,186,0.351,26.598,0.0,0.739,0.355,0.384,0.274,0.11,0.307,0.134,0.075,0.016
Shea Murray,Sr,Ohio St.,P,145,0.351,20.735,0.0,0.773,0.324,0.449,0.252,0.197,0.382,0.338,0.103,0.021
Chris Chatfield,So,South Fla.,OF,193,0.351,27.599,0.0,0.765,0.332,0.433,0.226,0.207,0.29,0.301,0.104,0.041
Jerimiah Figueroa,Sr,Ark.-Pine Bluff,OF,175,0.351,25.025,0.0,0.748,0.36,0.388,0.279,0.109,0.331,0.154,0.114,0.011
Mark Pena,Jr,CSU Bakersfield,OF,242,0.351,34.606,0.0,0.718,0.368,0.35,0.256,0.094,0.349,0.231,0.128,0.0
Kevin Collard,So,San Diego,OF,156,0.351,22.308,0.0,0.749,0.353,0.396,0.288,0.108,0.358,0.212,0.09,0.013
Corey Greeson,Sr,Kennesaw St.,OF,185,0.351,26.455,0.0,0.764,0.335,0.429,0.264,0.165,0.336,0.249,0.081,0.027
Hector Benitez,So,Savannah St.,OF,145,0.351,20.735,0.0,0.677,0.386,0.291,0.2,0.091,0.338,0.31,0.221,0.0
Matt O'Neill,So,Penn,C,167,0.351,23.881,0.0,0.78,0.335,0.445,0.281,0.164,0.315,0.192,0.078,0.036
Alex Boxwell,Jr,Minnesota,OF,164,0.351,23.452,0.0,0.767,0.329,0.438,0.253,0.185,0.277,0.177,0.091,0.037
Kyler Genenbacher,Fr,UIW,OF,191,0.351,27.313,0.0,0.726,0.377,0.349,0.307,0.042,0.372,0.162,0.099,0.0
Austin Constantini,Jr,La Salle,INF,196,0.351,28.028,0.0,0.729,0.372,0.357,0.304,0.053,0.347,0.107,0.107,0.0
Ryan Kent,Sr,Morehead St.,OF,232,0.351,33.176,0.0,0.745,0.358,0.387,0.294,0.093,0.328,0.112,0.091,0.009
James Bleming,Jr,Lehigh,INF,223,0.35,31.685,-0.204,0.748,0.35,0.398,0.267,0.131,0.329,0.197,0.099,0.018
Matt Mcgeagh,So,Penn,INF,162,0.35,23.018,-0.148,0.784,0.321,0.463,0.279,0.184,0.316,0.185,0.031,0.031
Jesus Tovar,Jr,Northern Ill.,INF,156,0.35,22.165,-0.143,0.737,0.365,0.372,0.299,0.073,0.322,0.096,0.071,0.013
Jose Reyes,Sr,Tarleton St.,INF,149,0.35,21.171,-0.136,0.729,0.369,0.36,0.288,0.072,0.34,0.148,0.094,0.0
Vaughn Parker,So,Mount St. Mary's,INF,154,0.35,21.881,-0.141,0.74,0.357,0.383,0.298,0.085,0.339,0.149,0.065,0.019
Connor Kopach,Jr,Southern Ill.,INF,270,0.35,38.363,-0.247,0.758,0.341,0.417,0.272,0.145,0.335,0.207,0.081,0.015
Eric Cole,So,Arkansas,OF,232,0.35,32.964,-0.212,0.758,0.345,0.413,0.282,0.131,0.299,0.108,0.082,0.022
Gaby Cruz,Fr,Bryant,C,179,0.35,25.433,-0.164,0.711,0.38,0.331,0.269,0.062,0.317,0.151,0.134,0.006
Pedro Pages,Fr,Fla. Atlantic,C,136,0.35,19.323,-0.125,0.743,0.36,0.383,0.243,0.14,0.259,0.162,0.125,0.029
Evan Cassolato,Sr,UC Irvine,OF,251,0.35,35.663,-0.23,0.74,0.363,0.377,0.282,0.095,0.328,0.151,0.088,0.012
Kylar Robertson,Sr,Southeast Mo. St.,C,109,0.35,15.487,-0.1,0.751,0.339,0.412,0.268,0.144,0.421,0.358,0.092,0.018
Nick Anderson,Jr,Virginia Tech,OF,132,0.35,18.755,-0.121,0.755,0.341,0.414,0.259,0.155,0.272,0.152,0.061,0.038
Eddy Hart,Fr,Massachusetts,INF,113,0.35,16.056,-0.103,0.685,0.398,0.287,0.264,0.023,0.404,0.265,0.195,0.0
Isaac Collins,Fr,Creighton,INF,194,0.35,27.564,-0.178,0.725,0.381,0.344,0.282,0.062,0.358,0.206,0.129,0.01
Donovan Casey,Jr,Boston College,P,231,0.35,32.821,-0.212,0.73,0.368,0.362,0.286,0.076,0.327,0.139,0.104,0.009
Cole Bedford,So,Texas A&M,C,201,0.35,28.559,-0.184,0.776,0.338,0.438,0.301,0.137,0.362,0.189,0.055,0.015
Joel Davis,Sr,Texas A&M,INF,239,0.35,33.958,-0.219,0.742,0.364,0.378,0.249,0.129,0.28,0.172,0.109,0.025
Payton Scarbrough,Sr,Liberty,C,105,0.35,14.919,-0.096,0.755,0.343,0.412,0.224,0.188,0.242,0.19,0.114,0.038
Bryce Peterson,Jr,UCF,OF,111,0.35,15.771,-0.102,0.748,0.342,0.406,0.25,0.156,0.35,0.306,0.09,0.027
Ricky Martinez,Fr,Sacramento St.,INF,191,0.35,27.138,-0.175,0.734,0.361,0.373,0.296,0.077,0.394,0.225,0.079,0.0
Devin Mahoney,Sr,Saint Louis,DH,140,0.35,19.892,-0.128,0.781,0.329,0.452,0.242,0.21,0.245,0.143,0.1,0.043
Kyle Clary,Sr,N.C. A&T,INF,208,0.35,29.554,-0.19,0.762,0.341,0.421,0.264,0.157,0.286,0.154,0.082,0.034
Mitch Ellis,Jr,Western Ill.,INF,191,0.35,27.138,-0.175,0.741,0.361,0.38,0.31,0.07,0.38,0.173,0.079,0.005
Trent Theisen,So,Ball St.,C,141,0.349,19.905,-0.258,0.716,0.383,0.333,0.254,0.079,0.333,0.22,0.163,0.007
Tyler Lyne,Sr,Merrimack,OF,168,0.349,23.716,-0.308,0.709,0.369,0.34,0.264,0.076,0.309,0.125,0.107,0.0
Asher Lee-Tyson,Jr,Princeton,INF,149,0.349,21.034,-0.273,0.74,0.356,0.384,0.264,0.12,0.294,0.148,0.114,0.02
Greg Popatak,So,George Mason,INF,209,0.349,29.504,-0.383,0.756,0.34,0.416,0.23,0.186,0.321,0.306,0.134,0.029
Zac Susi,So,UConn,C,242,0.349,34.163,-0.443,0.735,0.364,0.371,0.282,0.089,0.326,0.149,0.112,0.008
Jake Cochran,So,McNeese,INF,107,0.349,15.105,-0.196,0.708,0.393,0.315,0.283,0.032,0.342,0.15,0.121,0.0
Devin Lehman,So,Sacramento St.,INF,120,0.349,16.94,-0.22,0.703,0.383,0.32,0.24,0.08,0.282,0.125,0.175,0.0
Korby Batesole,Jr,Fresno St.,INF,224,0.349,31.622,-0.41,0.798,0.326,0.472,0.31,0.162,0.35,0.152,0.049,0.022
Paul Schifilliti,Jr,Saint Peter's,P,113,0.349,15.952,-0.207,0.742,0.363,0.379,0.32,0.059,0.364,0.142,0.071,0.009
Tony Kjolsing,Jr,South Dakota St.,INF,128,0.349,18.07,-0.234,0.781,0.336,0.445,0.291,0.154,0.378,0.266,0.07,0.031
Max Mcdougald,Jr,Wofford,INF,237,0.349,33.457,-0.434,0.74,0.363,0.377,0.311,0.066,0.356,0.127,0.076,0.008
Chris Singleton,Jr,Charleston So.,OF,229,0.349,32.328,-0.419,0.753,0.349,0.404,0.276,0.128,0.347,0.218,0.096,0.017
Alex Andronica,Fr,Charleston So.,INF,105,0.349,14.823,-0.192,0.752,0.333,0.419,0.258,0.161,0.361,0.286,0.067,0.019
Coco Montes,So,South Fla.,INF,278,0.349,39.245,-0.509,0.747,0.353,0.394,0.293,0.101,0.33,0.137,0.083,0.014
Evan Pietronico,Jr,NJIT,OF,216,0.349,30.492,-0.396,0.735,0.352,0.383,0.261,0.122,0.278,0.106,0.111,0.019
Nick Dalesandro,So,Purdue,C,241,0.349,34.022,-0.441,0.752,0.365,0.387,0.297,0.09,0.343,0.166,0.083,0.012
Kevin Whatley,Sr,Wright St.,INF,169,0.349,23.857,-0.31,0.714,0.373,0.341,0.242,0.099,0.291,0.172,0.148,0.012
Ryan Crile,Sr,UCF,INF,166,0.349,23.434,-0.304,0.755,0.337,0.418,0.241,0.177,0.259,0.157,0.12,0.03
Ari Sechopoulos,Fr,Col. of Charleston,INF,156,0.349,22.022,-0.286,0.772,0.333,0.439,0.259,0.18,0.356,0.314,0.09,0.032
Cal Elvers,Fr,Miami (OH),C,173,0.349,24.422,-0.317,0.763,0.341,0.422,0.279,0.143,0.348,0.185,0.075,0.006
Blaine Griffiths,Jr,Xavier,OF,114,0.349,16.093,-0.209,0.707,0.377,0.33,0.255,0.075,0.338,0.246,0.167,0.018
T.J. Riles,Jr,East Carolina,OF,139,0.349,19.622,-0.255,0.741,0.353,0.388,0.25,0.138,0.325,0.252,0.108,0.029
Elijah Brown,Fr,Sacred Heart,INF,256,0.349,36.139,-0.469,0.693,0.383,0.31,0.228,0.082,0.283,0.18,0.199,0.008
Derek Scott,So,Abilene Christian,OF,249,0.349,35.151,-0.456,0.768,0.345,0.423,0.297,0.126,0.333,0.145,0.06,0.02
Conor Davis,Fr,Auburn,INF,184,0.348,25.807,-0.505,0.727,0.359,0.368,0.282,0.086,0.375,0.234,0.098,0.005
Will Ray,Jr,Marshall,INF,192,0.348,26.929,-0.527,0.708,0.37,0.338,0.24,0.098,0.297,0.177,0.125,0.01
Chris Lehane,Sr,Jacksonville,OF,182,0.348,25.526,-0.5,0.705,0.385,0.32,0.286,0.034,0.341,0.148,0.115,0.0
Alex Phillips,Fr,Bellarmine,P,169,0.348,23.703,-0.464,0.74,0.367,0.373,0.333,0.04,0.378,0.124,0.059,0.0
Spencer Steer,Fr,Oregon,INF,230,0.348,32.258,-0.632,0.739,0.352,0.387,0.262,0.125,0.282,0.104,0.078,0.009
Philip Jacobson,Jr,South Dakota St.,OF,152,0.348,21.318,-0.418,0.724,0.368,0.356,0.295,0.061,0.418,0.263,0.099,0.007
Bryce Luken,Jr,Savannah St.,INF,219,0.348,30.715,-0.602,0.688,0.393,0.295,0.268,0.027,0.35,0.196,0.128,0.0
Andrew Herrera,Sr,Yale,C,153,0.348,21.459,-0.42,0.773,0.32,0.453,0.273,0.18,0.347,0.261,0.052,0.026
Alex Hrinevich,Sr,SFA,INF,223,0.348,31.276,-0.613,0.742,0.354,0.388,0.266,0.122,0.312,0.197,0.121,0.027
Ben Faso,So,La Salle,INF,209,0.348,29.313,-0.574,0.771,0.325,0.446,0.29,0.156,0.318,0.153,0.043,0.029
Spencer Rouse,So,Lafayette,INF,176,0.348,24.684,-0.484,0.769,0.335,0.434,0.252,0.182,0.303,0.188,0.097,0.017
Corbin Jamison,Jr,Prairie View,OF,219,0.348,30.715,-0.602,0.761,0.338,0.423,0.289,0.134,0.376,0.237,0.046,0.014
Blake Kopetsky,Sr,Texas A&M,OF,219,0.348,30.715,-0.602,0.768,0.356,0.412,0.302,0.11,0.403,0.242,0.055,0.009
Jordan Bishop,Jr,Siena,INF,185,0.348,25.947,-0.508,0.751,0.357,0.394,0.312,0.082,0.347,0.103,0.081,0.0
