name,Yr,school,position,PA,wOBA,wRC,wRAA,OPS,OBP,SLG,BA,ISO,BABIP,K%,BB%,HR%
Mitchell Rogers,Sr,McNeese,INF,209,0.32,22.859,-6.61,0.693,0.301,0.392,0.21,0.182,0.244,0.239,0.1,0.033
Cole Maclaren,Jr,Pittsburgh,C,217,0.32,23.734,-6.863,0.595,0.359,0.236,0.2,0.036,0.237,0.124,0.18,0.0
Andrew Murnane,Sr,Penn,OF,169,0.32,18.484,-5.345,0.667,0.325,0.342,0.277,0.065,0.341,0.189,0.047,0.006
Jack Blomgren,Fr,Michigan,INF,205,0.32,22.421,-6.484,0.624,0.346,0.278,0.216,0.062,0.276,0.195,0.132,0.005
Kyler Murphy,Jr,Seattle U,C,110,0.32,12.031,-3.479,0.675,0.327,0.348,0.25,0.098,0.296,0.182,0.1,0.018
Jose Cabreja,Sr,Texas Southern,INF,112,0.32,12.25,-3.542,0.646,0.357,0.289,0.289,0.0,0.333,0.107,0.089,0.0
Owen Socher,Jr,William & Mary,OF,155,0.32,16.953,-4.902,0.624,0.348,0.276,0.236,0.04,0.312,0.2,0.123,0.0
Mark Vierling,Fr,Missouri,INF,129,0.32,14.109,-4.08,0.642,0.333,0.309,0.227,0.082,0.242,0.085,0.124,0.008
Blake Schunk,Sr,High Point,INF,175,0.32,19.14,-5.535,0.682,0.309,0.373,0.241,0.132,0.291,0.211,0.08,0.023
Colin Butkiewicz,Jr,Western Ky.,C,168,0.32,18.375,-5.313,0.666,0.321,0.345,0.241,0.104,0.34,0.28,0.083,0.012
Tony Giannini,Sr,Ohio,OF,232,0.319,25.159,-7.553,0.686,0.306,0.38,0.25,0.13,0.296,0.198,0.056,0.017
Angelo Capolupo,Fr,California Baptist,INF,172,0.319,18.652,-5.6,0.657,0.337,0.32,0.272,0.048,0.323,0.145,0.087,0.0
Stephen Thibault,So,Sacred Heart,INF,192,0.319,20.821,-6.251,0.652,0.339,0.313,0.239,0.074,0.273,0.13,0.115,0.005
Jack Strunc,So,Creighton,INF,225,0.319,24.399,-7.326,0.702,0.316,0.386,0.274,0.112,0.307,0.133,0.049,0.013
Andrew Kendrick,Sr,Youngstown St.,INF,224,0.319,24.291,-7.293,0.661,0.308,0.353,0.163,0.19,0.223,0.366,0.138,0.04
Bowen Ogata,Sr,UIC,C,175,0.319,18.977,-5.698,0.662,0.331,0.331,0.273,0.058,0.299,0.114,0.074,0.006
Nick Coomes,Sr,LSU,C,113,0.319,12.254,-3.679,0.686,0.31,0.376,0.257,0.119,0.3,0.195,0.08,0.018
Keanu Van Kuren,Jr,Texas Southern,OF,171,0.319,18.544,-5.567,0.666,0.322,0.344,0.266,0.078,0.308,0.135,0.047,0.0
Connor Dall,Jr,Butler,INF,186,0.319,20.17,-6.056,0.657,0.328,0.329,0.248,0.081,0.3,0.172,0.102,0.005
Colin Gimblet,Sr,Towson,OF,209,0.319,22.664,-6.805,0.674,0.321,0.353,0.267,0.086,0.318,0.172,0.072,0.01
Skyler Messinger,Fr,Kansas,INF,149,0.319,16.158,-4.851,0.651,0.329,0.322,0.223,0.099,0.299,0.228,0.094,0.007
Jack Cunningham,So,Boston College,INF,201,0.319,21.797,-6.544,0.633,0.338,0.295,0.243,0.052,0.331,0.234,0.095,0.0
Will Harless,Fr,Radford,C,161,0.319,17.459,-5.242,0.64,0.335,0.305,0.221,0.084,0.281,0.217,0.112,0.012
David Bedgood,Fr,Tulane,INF,140,0.319,15.182,-4.558,0.681,0.314,0.367,0.242,0.125,0.312,0.236,0.064,0.014
Trevin Esquerra,So,LMU (CA),INF,222,0.319,24.074,-7.228,0.696,0.293,0.403,0.243,0.16,0.324,0.293,0.068,0.027
Christan Bullock,So,Michigan,OF,191,0.318,20.535,-6.396,0.67,0.319,0.351,0.262,0.089,0.333,0.209,0.073,0.005
Jake Cochran,Jr,McNeese,INF,237,0.318,25.48,-7.937,0.679,0.321,0.358,0.259,0.099,0.292,0.131,0.08,0.013
Tristan Mercadel,Sr,Long Beach St.,OF,184,0.318,19.782,-6.162,0.662,0.337,0.325,0.261,0.064,0.295,0.103,0.092,0.0
Brandon Zaragoza,So,Oklahoma,INF,297,0.318,31.931,-9.946,0.654,0.343,0.311,0.279,0.032,0.316,0.111,0.111,0.0
Danny Digeorgio,Fr,Rutgers,INF,218,0.318,23.438,-7.3,0.683,0.321,0.362,0.277,0.085,0.327,0.147,0.073,0.005
Ben Peden,Jr,The Citadel,INF,214,0.318,23.007,-7.167,0.68,0.313,0.367,0.255,0.112,0.298,0.168,0.065,0.009
Daniel Patzlaff,Sr,Oregon,INF,120,0.318,12.901,-4.019,0.61,0.342,0.268,0.196,0.072,0.261,0.233,0.142,0.008
Phillip Sikes,Fr,New Mexico,OF,146,0.318,15.697,-4.889,0.638,0.336,0.302,0.246,0.056,0.333,0.24,0.055,0.007
Danny Gleaves,So,Michigan St.,OF,126,0.318,13.546,-4.22,0.649,0.333,0.316,0.272,0.044,0.352,0.206,0.056,0.0
Thomas Miller,So,Oakland,INF,116,0.318,12.471,-3.885,0.609,0.353,0.256,0.211,0.045,0.327,0.302,0.181,0.009
Ray Gil,Fr,Miami (FL),INF,148,0.318,15.912,-4.956,0.678,0.311,0.367,0.234,0.133,0.346,0.324,0.095,0.02
Johnny Mendoza,So,San Jose St.,C,184,0.318,19.782,-6.162,0.67,0.332,0.338,0.288,0.05,0.338,0.168,0.033,0.011
Eric Jones,Jr,Gardner-Webb,INF,252,0.318,27.093,-8.439,0.675,0.317,0.358,0.276,0.082,0.302,0.131,0.048,0.016
Eli Lovell,Sr,FGCU,OF,194,0.318,20.857,-6.497,0.655,0.33,0.325,0.253,0.072,0.317,0.211,0.082,0.01
Nick Jones,So,Eastern Mich.,INF,168,0.318,18.062,-5.626,0.632,0.345,0.287,0.25,0.037,0.347,0.238,0.101,0.0
Max Wright,So,Indiana St.,C,174,0.318,18.707,-5.827,0.651,0.333,0.318,0.258,0.06,0.346,0.241,0.08,0.011
Thomas Schumacher,Jr,Lehigh,INF,103,0.317,10.978,-3.545,0.66,0.311,0.349,0.198,0.151,0.3,0.33,0.146,0.019
Jared Kauffman,Fr,Eastern Mich.,INF,163,0.317,17.373,-5.61,0.666,0.319,0.347,0.257,0.09,0.336,0.221,0.049,0.006
Tim Fischvogt,So,N.C. Central,C,136,0.317,14.495,-4.681,0.647,0.331,0.316,0.237,0.079,0.309,0.25,0.103,0.015
Sam Owens,Fr,Bryant,INF,212,0.317,22.595,-7.297,0.658,0.321,0.337,0.238,0.099,0.318,0.25,0.066,0.009
Matt Maul,Sr,Saint Joseph's,INF,206,0.317,21.956,-7.09,0.658,0.33,0.328,0.273,0.055,0.31,0.117,0.078,0.005
Branden Fryman,So,Samford,INF,297,0.317,31.655,-10.222,0.665,0.323,0.342,0.262,0.08,0.311,0.155,0.088,0.007
Hunter Mason,So,Saint Peter's,OF,144,0.317,15.348,-4.956,0.641,0.326,0.315,0.236,0.079,0.322,0.25,0.104,0.007
Stephen Dobbs,Sr,UAB,C,185,0.317,19.718,-6.367,0.653,0.324,0.329,0.242,0.087,0.266,0.108,0.108,0.011
Robby Campillo,So,New Mexico,C,131,0.317,13.962,-4.509,0.664,0.313,0.351,0.228,0.123,0.273,0.191,0.084,0.015
Dalton Stark,Sr,A&M-Corpus Christi,OF,186,0.317,19.824,-6.402,0.656,0.333,0.323,0.234,0.089,0.346,0.301,0.124,0.005
Tyler Bruno,Sr,Iona,INF,176,0.317,18.758,-6.058,0.609,0.347,0.262,0.221,0.041,0.314,0.25,0.148,0.0
Jeffrey Houghtby,Jr,San Diego,INF,195,0.317,20.783,-6.712,0.671,0.328,0.343,0.262,0.081,0.301,0.149,0.087,0.01
Caleb Hicks,Sr,Murray St.,INF,113,0.317,12.044,-3.889,0.673,0.301,0.372,0.181,0.191,0.265,0.381,0.15,0.035
Rj Williams,Sr,UT Arlington,INF,184,0.317,19.611,-6.333,0.671,0.315,0.356,0.25,0.106,0.272,0.13,0.082,0.016
Joseph Fernando,Jr,Bethune-Cookman,INF,160,0.317,17.053,-5.507,0.692,0.3,0.392,0.281,0.111,0.357,0.231,0.025,0.012
Spencer Levine,Sr,FGCU,C,112,0.316,11.833,-3.959,0.652,0.312,0.34,0.191,0.149,0.215,0.223,0.107,0.036
T.J. Black,Jr,Central Ark.,INF,193,0.316,20.391,-6.822,0.632,0.347,0.285,0.258,0.027,0.328,0.171,0.078,0.0
Matt Merino,Jr,Little Rock,INF,217,0.316,22.926,-7.671,0.69,0.295,0.395,0.263,0.132,0.27,0.106,0.023,0.028
Rob Weissheier,So,Hofstra,INF,189,0.316,19.968,-6.681,0.682,0.296,0.386,0.24,0.146,0.298,0.238,0.048,0.021
Matt Campbell,Sr,UMBC,INF,152,0.316,16.059,-5.373,0.658,0.322,0.336,0.234,0.102,0.318,0.257,0.112,0.013
Michael Derenzi,Sr,Georgetown,OF,138,0.316,14.58,-4.878,0.676,0.312,0.364,0.256,0.108,0.345,0.261,0.065,0.014
Bryce Myers,Sr,Campbell,OF,241,0.316,25.462,-8.519,0.675,0.307,0.368,0.225,0.143,0.282,0.245,0.075,0.025
Dan Mccauley,Fr,Ohio,C,110,0.316,11.622,-3.888,0.641,0.327,0.314,0.198,0.116,0.278,0.3,0.145,0.018
Alex Amos,So,Pittsburgh,INF,150,0.316,15.848,-5.302,0.613,0.353,0.26,0.252,0.008,0.326,0.187,0.127,0.0
Cody Decote,Sr,New Orleans,OF,156,0.316,16.482,-5.514,0.712,0.282,0.43,0.242,0.188,0.233,0.096,0.038,0.038
David Becker,Jr,UIC,INF,132,0.316,13.946,-4.666,0.685,0.311,0.374,0.27,0.104,0.303,0.129,0.03,0.008
Connor Hood,So,Seton Hall,INF,117,0.316,12.361,-4.136,0.684,0.308,0.376,0.257,0.119,0.333,0.239,0.068,0.009
Bryce Steckler,Jr,Southeastern La.,OF,176,0.316,18.595,-6.221,0.689,0.307,0.382,0.208,0.174,0.281,0.261,0.091,0.017
Darren Willis,So,New Orleans,INF,272,0.316,28.737,-9.615,0.637,0.342,0.295,0.27,0.025,0.364,0.232,0.085,0.0
Joe Aeilts,So,Illinois St.,INF,209,0.316,22.081,-7.388,0.688,0.301,0.387,0.268,0.119,0.327,0.215,0.048,0.019
Rashard Raine,Jr,Southern U.,OF,102,0.315,10.682,-3.7,0.644,0.314,0.33,0.216,0.114,0.305,0.284,0.049,0.01
Erik Bowren,Jr,Delaware,INF,216,0.315,22.62,-7.836,0.642,0.333,0.309,0.247,0.062,0.312,0.181,0.111,0.005
Zach Canada,Sr,UNCW,INF,255,0.315,26.704,-9.251,0.676,0.298,0.378,0.235,0.143,0.267,0.173,0.059,0.024
Zak Taylor,Jr,Oregon St.,C,193,0.315,20.211,-7.002,0.682,0.316,0.366,0.274,0.092,0.352,0.207,0.047,0.01
Eric Foggo,Fr,Stetson,INF,133,0.315,13.928,-4.825,0.693,0.286,0.407,0.236,0.171,0.289,0.271,0.038,0.038
Chase Rollin,Fr,Central Mich.,OF,107,0.315,11.205,-3.882,0.617,0.336,0.281,0.225,0.056,0.25,0.084,0.093,0.0
Kyle Johnson,So,Rider,INF,195,0.315,20.421,-7.074,0.656,0.323,0.333,0.242,0.091,0.309,0.226,0.113,0.01
John Cresto,Jr,Santa Clara,INF,188,0.315,19.688,-6.82,0.702,0.293,0.409,0.222,0.187,0.248,0.261,0.064,0.053
Keaton Weisz,So,Coastal Carolina,INF,204,0.315,21.363,-7.401,0.674,0.304,0.37,0.238,0.132,0.29,0.206,0.078,0.015
Sam Cohen,Jr,UC Santa Barbara,C,143,0.315,14.975,-5.188,0.654,0.315,0.339,0.195,0.144,0.212,0.21,0.14,0.035
Garrett Mitchell,Fr,UCLA,OF,177,0.315,18.536,-6.421,0.659,0.328,0.331,0.28,0.051,0.373,0.226,0.062,0.0
Payton Thomas,Sr,North Ala.,C,106,0.315,11.1,-3.846,0.616,0.349,0.267,0.256,0.011,0.315,0.17,0.094,0.0
Ryan Sargent,So,Ohio,OF,182,0.315,19.059,-6.603,0.636,0.335,0.301,0.25,0.051,0.289,0.143,0.104,0.011
Zach Presno,Fr,Fresno St.,C,178,0.315,18.64,-6.458,0.701,0.287,0.414,0.211,0.203,0.289,0.354,0.09,0.045
Joe Montes,Jr,Fla. Atlantic,INF,284,0.315,29.741,-10.303,0.67,0.32,0.35,0.293,0.057,0.353,0.176,0.032,0.004
Brody Wofford,Sr,UCF,OF,107,0.315,11.205,-3.882,0.618,0.336,0.282,0.2,0.082,0.3,0.308,0.15,0.019
Alika Williams,Fr,Arizona St.,INF,209,0.315,21.887,-7.582,0.658,0.325,0.333,0.28,0.053,0.304,0.081,0.062,0.0
Miles Lewis,Jr,Michigan,OF,160,0.315,16.755,-5.805,0.675,0.319,0.356,0.23,0.126,0.246,0.131,0.112,0.019
Clay Martin,Sr,The Citadel,OF,116,0.314,12.04,-4.316,0.644,0.328,0.316,0.245,0.071,0.32,0.198,0.095,0.0
Cole Murphy,Jr,Cincinnati,INF,177,0.314,18.371,-6.586,0.702,0.282,0.42,0.197,0.223,0.242,0.339,0.096,0.051
William Baker,Jr,Ball St.,OF,207,0.314,21.485,-7.702,0.639,0.348,0.291,0.251,0.04,0.287,0.126,0.092,0.005
Ayrton Schafer,So,Samford,OF,219,0.314,22.73,-8.149,0.673,0.301,0.372,0.246,0.126,0.308,0.242,0.064,0.023
Brett Blackwood,Jr,UAB,INF,177,0.314,18.371,-6.586,0.7,0.288,0.412,0.267,0.145,0.277,0.141,0.028,0.034
Kendall Mcgowan,Fr,Appalachian St.,OF,174,0.314,18.06,-6.474,0.662,0.305,0.357,0.229,0.128,0.302,0.27,0.086,0.023
Simon Whiteman,Jr,Yale,INF,208,0.314,21.588,-7.74,0.657,0.337,0.32,0.298,0.022,0.329,0.096,0.067,0.0
Justin Etts,Jr,NJIT,INF,217,0.314,22.523,-8.074,0.66,0.313,0.347,0.267,0.08,0.298,0.106,0.037,0.005
Ryan Altenberger,Fr,Xavier,INF,217,0.314,22.523,-8.074,0.656,0.309,0.347,0.226,0.121,0.292,0.24,0.078,0.014
Chris Kanios,So,Central Conn. St.,OF,163,0.314,16.918,-6.065,0.67,0.307,0.363,0.247,0.116,0.348,0.307,0.061,0.025
Cole Thibodeau,So,Omaha,INF,219,0.314,22.73,-8.149,0.641,0.338,0.303,0.264,0.039,0.351,0.21,0.105,0.0
Chris Cornelius,So,Missouri,INF,183,0.314,18.994,-6.809,0.634,0.333,0.301,0.25,0.051,0.302,0.169,0.104,0.005
Bryce Kelley,So,Michigan St.,OF,223,0.314,23.145,-8.298,0.644,0.332,0.312,0.271,0.041,0.321,0.143,0.09,0.0
Nate Jones,Fr,Eastern Mich.,OF,238,0.313,24.481,-9.077,0.654,0.324,0.33,0.249,0.081,0.311,0.197,0.097,0.004
Forrest Bramlett,Sr,Kennesaw St.,C,156,0.313,16.046,-5.95,0.659,0.308,0.351,0.206,0.145,0.244,0.237,0.09,0.032
Christian Barczi,So,Valparaiso,C,127,0.313,13.063,-4.844,0.619,0.331,0.288,0.202,0.086,0.271,0.26,0.15,0.016
Marshall Parish,Jr,Mississippi Val.,C,168,0.313,17.281,-6.407,0.571,0.363,0.208,0.192,0.016,0.26,0.208,0.143,0.0
Kole Harris,So,UNC Asheville,INF,189,0.313,19.441,-7.208,0.596,0.344,0.252,0.19,0.062,0.274,0.275,0.164,0.011
Dirk Masters,Fr,Towson,INF,172,0.313,17.692,-6.56,0.605,0.355,0.25,0.229,0.021,0.288,0.169,0.157,0.0
Connor Perry,Jr,Pittsburgh,OF,172,0.313,17.692,-6.56,0.6,0.337,0.263,0.19,0.073,0.292,0.285,0.174,0.0
Taylor Garris,So,Samford,INF,256,0.313,26.332,-9.764,0.65,0.324,0.326,0.257,0.069,0.295,0.137,0.059,0.008
Brooks Zimmerman,Jr,Missouri St.,OF,109,0.313,11.212,-4.157,0.713,0.275,0.438,0.219,0.219,0.254,0.312,0.064,0.055
Chris Bashlor,Fr,Lipscomb,C,105,0.313,10.8,-4.005,0.647,0.314,0.333,0.237,0.096,0.339,0.305,0.038,0.019
Taber Mongero,Fr,Gardner-Webb,INF,199,0.312,20.284,-7.775,0.618,0.342,0.276,0.245,0.031,0.292,0.151,0.126,0.0
Austin Reynolds,Sr,Belmont,C,204,0.312,20.794,-7.97,0.661,0.309,0.352,0.253,0.099,0.326,0.24,0.064,0.01
Alex Smith,So,Navy,C,146,0.312,14.882,-5.704,0.649,0.329,0.32,0.248,0.072,0.292,0.137,0.068,0.0
Taylor Wright,Jr,Maryland,INF,191,0.312,19.469,-7.462,0.652,0.319,0.333,0.23,0.103,0.277,0.178,0.099,0.01
Austin Ulick,So,Southern Ill.,C,182,0.312,18.551,-7.111,0.613,0.341,0.272,0.231,0.041,0.266,0.126,0.143,0.0
Chris Davis,So,Princeton,OF,152,0.312,15.493,-5.939,0.636,0.322,0.314,0.248,0.066,0.333,0.243,0.092,0.007
Cooper Mrowka,Jr,Massachusetts,INF,166,0.312,16.92,-6.486,0.597,0.343,0.254,0.216,0.038,0.349,0.319,0.133,0.0
Hunter Fain,Jr,Morehead St.,C,215,0.312,21.915,-8.4,0.668,0.298,0.37,0.199,0.171,0.215,0.205,0.116,0.033
Cayman Richardson,So,Virginia,INF,184,0.312,18.755,-7.189,0.633,0.332,0.301,0.256,0.045,0.294,0.114,0.087,0.0
Tyler Pettit,Fr,UIW,C,135,0.312,13.761,-5.274,0.615,0.341,0.274,0.239,0.035,0.289,0.17,0.126,0.007
Alex Raines,So,Winthrop,C,110,0.312,11.212,-4.298,0.645,0.336,0.309,0.287,0.022,0.314,0.082,0.073,0.0
Chase Illig,So,West Virginia,C,110,0.312,11.212,-4.298,0.692,0.3,0.392,0.206,0.186,0.246,0.291,0.091,0.045
Alex Samples,Sr,Missouri,INF,172,0.312,17.532,-6.72,0.653,0.326,0.327,0.253,0.074,0.302,0.14,0.093,0.0
Austin Reyes,Jr,Santa Clara,INF,171,0.311,17.271,-6.84,0.634,0.327,0.307,0.234,0.073,0.265,0.111,0.094,0.006
Kyle Dockus,So,Mercer,INF,127,0.311,12.827,-5.08,0.634,0.323,0.311,0.226,0.085,0.274,0.165,0.118,0.008
Carlos Texidor,Sr,Miami (OH),OF,201,0.311,20.301,-8.04,0.593,0.348,0.245,0.219,0.026,0.27,0.174,0.114,0.0
Willie Maciver,Jr,Washington,C,171,0.311,17.271,-6.84,0.658,0.333,0.325,0.232,0.093,0.271,0.193,0.088,0.018
Nicholas Wheeler,Jr,Grambling,OF,115,0.311,11.615,-4.6,0.636,0.313,0.323,0.198,0.125,0.221,0.148,0.122,0.017
Sahid Valenzuela,So,Cal St. Fullerton,INF,277,0.311,27.977,-11.08,0.665,0.307,0.358,0.272,0.086,0.321,0.148,0.036,0.0
Mike Salvatore,Jr,Florida St.,INF,282,0.311,28.482,-11.28,0.628,0.33,0.298,0.244,0.054,0.256,0.071,0.099,0.004
Tyler Torres,So,UTRGV,INF,222,0.311,22.422,-8.88,0.632,0.32,0.312,0.224,0.088,0.31,0.275,0.113,0.014
Joe Vyskocil,So,Milwaukee,INF,108,0.311,10.908,-4.32,0.674,0.296,0.378,0.245,0.133,0.333,0.315,0.065,0.028
Mitchell Mccrary,Jr,N.C. Central,OF,160,0.311,16.16,-6.4,0.625,0.319,0.306,0.194,0.112,0.256,0.275,0.119,0.025
Trey Mcdyre,So,Liberty,INF,174,0.311,17.574,-6.96,0.619,0.333,0.286,0.221,0.065,0.301,0.224,0.149,0.0
Miles Tomczak,Fr,Fresno St.,OF,146,0.311,14.746,-5.84,0.682,0.288,0.394,0.255,0.139,0.34,0.274,0.034,0.021
Jake Bourke,So,USC Upstate,INF,125,0.311,12.625,-5.0,0.639,0.336,0.303,0.284,0.019,0.326,0.12,0.08,0.0
Ivan Gonzalez,Jr,West Virginia,C,223,0.311,22.523,-8.92,0.643,0.318,0.325,0.255,0.07,0.282,0.108,0.081,0.004
Matt Reitano,Jr,UC Irvine,C,124,0.311,12.524,-4.96,0.679,0.298,0.381,0.238,0.143,0.275,0.185,0.056,0.024
Chase Arnold,Sr,La Salle,INF,169,0.311,17.069,-6.76,0.673,0.296,0.377,0.247,0.13,0.324,0.284,0.065,0.024
Canice Ejoh,Jr,Canisius,OF,164,0.311,16.564,-6.56,0.607,0.341,0.266,0.227,0.039,0.309,0.226,0.11,0.0
Tannor Byrd,So,Presbyterian,INF,133,0.311,13.433,-5.32,0.65,0.308,0.342,0.222,0.12,0.256,0.203,0.105,0.03
Ty Adcock,So,Elon,C,121,0.311,12.221,-4.84,0.66,0.298,0.362,0.21,0.152,0.275,0.281,0.091,0.025
Chase Debonis,So,Bethune-Cookman,C,121,0.311,12.221,-4.84,0.631,0.331,0.3,0.24,0.06,0.295,0.182,0.099,0.008
Grant Devore,Sr,Lamar University,INF,201,0.31,20.114,-8.227,0.621,0.328,0.293,0.247,0.046,0.287,0.119,0.08,0.0
Brodie Leftridge,Sr,Tennessee,OF,207,0.31,20.714,-8.473,0.654,0.304,0.35,0.23,0.12,0.306,0.275,0.072,0.019
Braxton Giavedoni,So,Penn St.,OF,185,0.31,18.513,-7.572,0.674,0.292,0.382,0.247,0.135,0.325,0.281,0.038,0.022
Wade Gulden,Sr,Utah,INF,198,0.31,19.814,-8.104,0.655,0.313,0.342,0.215,0.127,0.258,0.182,0.121,0.015
Jordan Maxson,Fr,Kansas St.,C,139,0.31,13.91,-5.689,0.656,0.302,0.354,0.244,0.11,0.377,0.353,0.065,0.014
Baylen Sparks,Jr,Stetson,INF,179,0.31,17.912,-7.327,0.63,0.33,0.3,0.22,0.08,0.248,0.117,0.123,0.006
Parker Coss,Sr,UC Irvine,INF,211,0.31,21.115,-8.636,0.652,0.332,0.32,0.276,0.044,0.306,0.109,0.076,0.005
Robert Jolly,Sr,Clemson,OF,181,0.31,18.113,-7.408,0.62,0.331,0.289,0.228,0.061,0.289,0.193,0.138,0.006
Devon Garcia,Jr,Ohio,INF,231,0.31,23.116,-9.455,0.647,0.32,0.327,0.236,0.091,0.312,0.229,0.087,0.009
Chris Dunn,Fr,New Mexico,OF,111,0.31,11.108,-4.543,0.64,0.324,0.316,0.211,0.105,0.413,0.441,0.117,0.009
Ben Ramirez,Fr,Southern California,INF,127,0.31,12.709,-5.198,0.648,0.315,0.333,0.265,0.068,0.299,0.142,0.039,0.016
James Rudkin,Sr,Washington St.,INF,188,0.31,18.813,-7.695,0.667,0.298,0.369,0.244,0.125,0.278,0.17,0.059,0.021
Syeed Mahdi,Jr,Norfolk St.,OF,179,0.31,17.912,-7.327,0.647,0.307,0.34,0.224,0.116,0.296,0.268,0.067,0.017
Brett Mcmanus,Jr,Rhode Island,INF,137,0.31,13.71,-5.607,0.623,0.328,0.295,0.223,0.072,0.338,0.285,0.139,0.0
Tate Hagan,So,Dayton,OF,154,0.31,15.411,-6.303,0.646,0.305,0.341,0.215,0.126,0.229,0.149,0.104,0.026
Malik Blaise,Jr,Southern U.,INF,129,0.31,12.909,-5.28,0.627,0.326,0.301,0.223,0.078,0.295,0.225,0.124,0.0
Bailey Welch,Fr,Appalachian St.,INF,216,0.31,21.615,-8.841,0.64,0.319,0.321,0.239,0.082,0.269,0.111,0.102,0.005
Austin Shirley,Sr,Georgetown,OF,226,0.309,22.406,-9.46,0.627,0.323,0.304,0.223,0.081,0.257,0.155,0.102,0.013
Ryan Weisenberg,Jr,Georgetown,INF,190,0.309,18.837,-7.953,0.627,0.326,0.301,0.259,0.042,0.328,0.189,0.068,0.0
Evan Pietronico,Sr,NJIT,OF,201,0.309,19.927,-8.414,0.618,0.338,0.28,0.246,0.034,0.279,0.114,0.104,0.0
Peyton Lacoste,Jr,La.-Monroe,INF,202,0.309,20.026,-8.456,0.647,0.312,0.335,0.222,0.113,0.276,0.252,0.094,0.025
Michael Sandle,Fr,South Alabama,OF,220,0.309,21.811,-9.209,0.651,0.305,0.346,0.225,0.121,0.27,0.195,0.091,0.014
Cole Girouard,So,Lamar University,OF,150,0.309,14.871,-6.279,0.653,0.32,0.333,0.288,0.045,0.396,0.273,0.047,0.0
Wilanier Betancourt,Jr,Alabama A&M,C,142,0.309,14.078,-5.944,0.652,0.303,0.349,0.238,0.111,0.299,0.211,0.063,0.007
Derek Horton,Jr,Charleston So.,OF,165,0.309,16.358,-6.907,0.661,0.291,0.37,0.205,0.165,0.343,0.424,0.097,0.036
Rainer Ausmus,Jr,Kansas St.,INF,160,0.309,15.862,-6.698,0.634,0.306,0.328,0.194,0.134,0.235,0.212,0.1,0.019
Christian Montes,Jr,Stony Brook,OF,173,0.309,17.151,-7.242,0.623,0.324,0.299,0.238,0.061,0.263,0.092,0.075,0.0
Nick Dicarlo,Fr,Cal Poly,INF,119,0.309,11.798,-4.981,0.59,0.345,0.245,0.223,0.022,0.339,0.286,0.118,0.0
Dustin Skelton,So,Mississippi St.,C,150,0.309,14.871,-6.279,0.64,0.32,0.32,0.238,0.082,0.298,0.187,0.087,0.007
Jorge Arenas,So,Stetson,INF,249,0.309,24.686,-10.423,0.662,0.297,0.365,0.234,0.131,0.287,0.225,0.064,0.016
Jack Winkler,Fr,San Francisco,INF,215,0.309,21.315,-9.0,0.628,0.326,0.302,0.24,0.062,0.311,0.205,0.079,0.005
Jake Sullivan,Jr,Winthrop,INF,240,0.309,23.793,-10.047,0.654,0.308,0.346,0.215,0.131,0.257,0.208,0.108,0.021
Anthony Forte,So,Richmond,OF,205,0.309,20.324,-8.581,0.679,0.293,0.386,0.233,0.153,0.299,0.234,0.088,0.015
Angel Perez,Sr,Saint Peter's,OF,171,0.309,16.953,-7.158,0.595,0.333,0.262,0.199,0.063,0.298,0.275,0.152,0.0
Kolton Schenker,Jr,Eastern Mich.,INF,210,0.308,20.624,-8.986,0.665,0.295,0.37,0.245,0.125,0.281,0.2,0.067,0.029
Michael Pfenninger,Sr,Manhattan,INF,179,0.308,17.579,-7.66,0.626,0.318,0.308,0.21,0.098,0.293,0.246,0.112,0.006
Brett Willett,So,VCU,INF,203,0.308,19.936,-8.687,0.604,0.335,0.269,0.234,0.035,0.289,0.167,0.074,0.0
Matt Williams,Sr,South Carolina,INF,164,0.308,16.106,-7.018,0.624,0.317,0.307,0.214,0.093,0.248,0.171,0.122,0.018
Justin Morris,Sr,Maryland,C,158,0.308,15.517,-6.761,0.615,0.323,0.292,0.208,0.084,0.283,0.241,0.127,0.006
Sal Gozzo,So,Tulane,INF,222,0.308,21.802,-9.5,0.618,0.329,0.289,0.219,0.07,0.301,0.248,0.122,0.005
Nick Shumski,So,Merrimack,INF,212,0.308,20.82,-9.072,0.633,0.316,0.317,0.235,0.082,0.316,0.226,0.104,0.0
Sam Grigo,Sr,Brown,OF,162,0.308,15.91,-6.932,0.677,0.284,0.393,0.24,0.153,0.254,0.148,0.056,0.031
Jordan Gillerman,Sr,St. John's (NY),INF,124,0.308,12.178,-5.306,0.637,0.323,0.314,0.255,0.059,0.347,0.234,0.065,0.0
Matt Beaird,Sr,Coastal Carolina,C,185,0.308,18.169,-7.916,0.671,0.303,0.368,0.252,0.116,0.359,0.286,0.086,0.011
Kyle Oliver,Jr,Sacred Heart,OF,155,0.308,15.222,-6.633,0.661,0.297,0.364,0.252,0.112,0.282,0.148,0.058,0.019
Joey Thomas,Sr,Cincinnati,C,177,0.308,17.383,-7.574,0.63,0.322,0.308,0.252,0.056,0.295,0.164,0.09,0.011
Christian Fedko,Fr,UConn,INF,207,0.307,20.137,-9.05,0.644,0.304,0.34,0.25,0.09,0.284,0.135,0.053,0.005
Jacob Vanitvelt,Sr,Chicago St.,OF,202,0.307,19.65,-8.832,0.654,0.302,0.352,0.253,0.099,0.284,0.139,0.069,0.01
